LOG:  database system was shut down at 2012-07-29 23:31:50 CEST
LOG:  database system is ready to accept connections
LOG:  autovacuum launcher started
LOG:  duration: 5563.827 ms  statement: select a/26352, avg(b) from uk3 group by a/26352;
LOG:  duration: 713.999 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=26400 qcache=0 func='avg';
LOG:  duration: 5591.835 ms  statement: select a/26400, avg(b) from uk3 group by a/26400;
LOG:  duration: 654.376 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=26448 qcache=0 func='avg';
LOG:  duration: 5549.860 ms  statement: select a/26448, avg(b) from uk3 group by a/26448;
LOG:  duration: 687.107 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=26496 qcache=0 func='avg';
LOG:  duration: 5676.739 ms  statement: select a/26496, avg(b) from uk3 group by a/26496;
LOG:  duration: 666.313 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=26544 qcache=0 func='avg';
LOG:  duration: 5543.864 ms  statement: select a/26544, avg(b) from uk3 group by a/26544;
LOG:  duration: 683.989 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=26592 qcache=0 func='avg';
LOG:  duration: 5631.949 ms  statement: select a/26592, avg(b) from uk3 group by a/26592;
LOG:  duration: 675.119 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=26640 qcache=0 func='avg';
LOG:  duration: 5547.970 ms  statement: select a/26640, avg(b) from uk3 group by a/26640;
LOG:  duration: 676.775 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=26688 qcache=0 func='avg';
LOG:  duration: 5608.429 ms  statement: select a/26688, avg(b) from uk3 group by a/26688;
LOG:  duration: 679.670 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=26736 qcache=0 func='avg';
LOG:  duration: 5643.690 ms  statement: select a/26736, avg(b) from uk3 group by a/26736;
LOG:  duration: 682.494 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=26784 qcache=0 func='avg';
LOG:  duration: 5650.028 ms  statement: select a/26784, avg(b) from uk3 group by a/26784;
LOG:  duration: 657.416 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=26832 qcache=0 func='avg';
LOG:  duration: 6768.787 ms  statement: select a/26832, avg(b) from uk3 group by a/26832;
LOG:  duration: 761.481 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=26880 qcache=0 func='avg';
LOG:  duration: 5959.953 ms  statement: select a/26880, avg(b) from uk3 group by a/26880;
LOG:  duration: 680.112 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=26928 qcache=0 func='avg';
LOG:  duration: 5610.600 ms  statement: select a/26928, avg(b) from uk3 group by a/26928;
LOG:  duration: 686.846 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=26976 qcache=0 func='avg';
LOG:  duration: 5611.439 ms  statement: select a/26976, avg(b) from uk3 group by a/26976;
LOG:  duration: 681.565 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=27024 qcache=0 func='avg';
LOG:  duration: 6245.029 ms  statement: select a/27024, avg(b) from uk3 group by a/27024;
LOG:  duration: 684.455 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=27072 qcache=0 func='avg';
LOG:  duration: 6193.917 ms  statement: select a/27072, avg(b) from uk3 group by a/27072;
LOG:  duration: 670.391 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=27120 qcache=0 func='avg';
LOG:  duration: 5569.239 ms  statement: select a/27120, avg(b) from uk3 group by a/27120;
LOG:  duration: 682.250 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=27168 qcache=0 func='avg';
LOG:  duration: 5608.054 ms  statement: select a/27168, avg(b) from uk3 group by a/27168;
LOG:  duration: 678.515 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=27216 qcache=0 func='avg';
LOG:  duration: 5540.400 ms  statement: select a/27216, avg(b) from uk3 group by a/27216;
LOG:  duration: 780.989 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=27264 qcache=0 func='avg';
LOG:  duration: 6041.425 ms  statement: select a/27264, avg(b) from uk3 group by a/27264;
LOG:  duration: 639.530 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=27312 qcache=0 func='avg';
LOG:  duration: 5537.996 ms  statement: select a/27312, avg(b) from uk3 group by a/27312;
LOG:  duration: 798.682 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=27360 qcache=0 func='avg';
LOG:  duration: 6047.087 ms  statement: select a/27360, avg(b) from uk3 group by a/27360;
LOG:  duration: 781.242 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=27408 qcache=0 func='avg';
LOG:  duration: 6475.112 ms  statement: select a/27408, avg(b) from uk3 group by a/27408;
LOG:  duration: 732.561 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=27456 qcache=0 func='avg';
LOG:  duration: 6126.528 ms  statement: select a/27456, avg(b) from uk3 group by a/27456;
LOG:  duration: 703.286 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=27504 qcache=0 func='avg';
LOG:  duration: 5658.971 ms  statement: select a/27504, avg(b) from uk3 group by a/27504;
LOG:  duration: 683.395 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=27552 qcache=0 func='avg';
LOG:  duration: 6317.179 ms  statement: select a/27552, avg(b) from uk3 group by a/27552;
LOG:  duration: 753.139 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=27600 qcache=0 func='avg';
LOG:  duration: 5909.388 ms  statement: select a/27600, avg(b) from uk3 group by a/27600;
LOG:  duration: 678.938 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=27648 qcache=0 func='avg';
LOG:  duration: 5638.042 ms  statement: select a/27648, avg(b) from uk3 group by a/27648;
LOG:  duration: 670.446 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=27696 qcache=0 func='avg';
LOG:  duration: 5642.664 ms  statement: select a/27696, avg(b) from uk3 group by a/27696;
LOG:  duration: 666.148 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=27744 qcache=0 func='avg';
LOG:  duration: 5677.112 ms  statement: select a/27744, avg(b) from uk3 group by a/27744;
LOG:  duration: 687.668 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=27792 qcache=0 func='avg';
LOG:  duration: 5765.630 ms  statement: select a/27792, avg(b) from uk3 group by a/27792;
LOG:  duration: 684.718 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=27840 qcache=0 func='avg';
LOG:  duration: 5556.662 ms  statement: select a/27840, avg(b) from uk3 group by a/27840;
LOG:  duration: 684.973 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=27888 qcache=0 func='avg';
LOG:  duration: 5537.272 ms  statement: select a/27888, avg(b) from uk3 group by a/27888;
LOG:  duration: 0.417 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=27936 qcache=0 func='avg';
LOG:  duration: 5610.252 ms  statement: select a/27936, avg(b) from uk3 group by a/27936;
LOG:  duration: 0.404 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=27984 qcache=0 func='avg';
LOG:  duration: 5579.465 ms  statement: select a/27984, avg(b) from uk3 group by a/27984;
LOG:  duration: 0.400 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=28032 qcache=0 func='avg';
LOG:  duration: 5540.752 ms  statement: select a/28032, avg(b) from uk3 group by a/28032;
LOG:  duration: 0.392 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=28080 qcache=0 func='avg';
LOG:  duration: 5690.534 ms  statement: select a/28080, avg(b) from uk3 group by a/28080;
LOG:  duration: 0.847 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=28128 qcache=0 func='avg';
LOG:  duration: 5523.946 ms  statement: select a/28128, avg(b) from uk3 group by a/28128;
LOG:  duration: 0.400 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=28176 qcache=0 func='avg';
LOG:  duration: 5666.871 ms  statement: select a/28176, avg(b) from uk3 group by a/28176;
LOG:  duration: 0.451 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=28224 qcache=0 func='avg';
LOG:  duration: 5613.523 ms  statement: select a/28224, avg(b) from uk3 group by a/28224;
LOG:  duration: 0.624 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=28272 qcache=0 func='avg';
LOG:  duration: 5619.101 ms  statement: select a/28272, avg(b) from uk3 group by a/28272;
LOG:  duration: 0.402 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=28320 qcache=0 func='avg';
LOG:  duration: 5886.065 ms  statement: select a/28320, avg(b) from uk3 group by a/28320;
LOG:  duration: 0.442 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=28368 qcache=0 func='avg';
LOG:  duration: 5666.825 ms  statement: select a/28368, avg(b) from uk3 group by a/28368;
LOG:  duration: 0.702 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=28416 qcache=0 func='avg';
LOG:  duration: 5559.714 ms  statement: select a/28416, avg(b) from uk3 group by a/28416;
LOG:  duration: 0.382 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=28464 qcache=0 func='avg';
LOG:  duration: 5489.243 ms  statement: select a/28464, avg(b) from uk3 group by a/28464;
LOG:  duration: 0.492 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=28512 qcache=0 func='avg';
LOG:  duration: 5516.108 ms  statement: select a/28512, avg(b) from uk3 group by a/28512;
LOG:  duration: 0.399 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=28560 qcache=0 func='avg';
LOG:  duration: 5406.829 ms  statement: select a/28560, avg(b) from uk3 group by a/28560;
LOG:  duration: 0.407 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=28608 qcache=0 func='avg';
LOG:  duration: 5695.975 ms  statement: select a/28608, avg(b) from uk3 group by a/28608;
LOG:  duration: 0.525 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=28656 qcache=0 func='avg';
LOG:  duration: 5788.639 ms  statement: select a/28656, avg(b) from uk3 group by a/28656;
LOG:  duration: 0.420 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=28704 qcache=0 func='avg';
LOG:  duration: 5535.188 ms  statement: select a/28704, avg(b) from uk3 group by a/28704;
LOG:  duration: 0.525 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=28752 qcache=0 func='avg';
LOG:  duration: 5466.995 ms  statement: select a/28752, avg(b) from uk3 group by a/28752;
LOG:  duration: 0.457 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=28800 qcache=0 func='avg';
LOG:  duration: 5458.966 ms  statement: select a/28800, avg(b) from uk3 group by a/28800;
LOG:  duration: 0.376 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=28848 qcache=0 func='avg';
LOG:  duration: 5453.977 ms  statement: select a/28848, avg(b) from uk3 group by a/28848;
LOG:  duration: 0.676 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=28896 qcache=0 func='avg';
LOG:  duration: 5490.324 ms  statement: select a/28896, avg(b) from uk3 group by a/28896;
LOG:  duration: 0.468 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=28944 qcache=0 func='avg';
LOG:  duration: 5484.503 ms  statement: select a/28944, avg(b) from uk3 group by a/28944;
LOG:  duration: 0.485 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=28992 qcache=0 func='avg';
LOG:  duration: 5513.766 ms  statement: select a/28992, avg(b) from uk3 group by a/28992;
LOG:  duration: 0.424 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=29040 qcache=0 func='avg';
LOG:  duration: 5445.645 ms  statement: select a/29040, avg(b) from uk3 group by a/29040;
LOG:  duration: 0.391 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=29088 qcache=0 func='avg';
LOG:  duration: 5569.602 ms  statement: select a/29088, avg(b) from uk3 group by a/29088;
LOG:  duration: 0.413 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=29136 qcache=0 func='avg';
LOG:  duration: 5532.125 ms  statement: select a/29136, avg(b) from uk3 group by a/29136;
LOG:  duration: 0.412 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=29184 qcache=0 func='avg';
LOG:  duration: 5485.300 ms  statement: select a/29184, avg(b) from uk3 group by a/29184;
LOG:  duration: 0.661 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=29232 qcache=0 func='avg';
LOG:  duration: 5532.523 ms  statement: select a/29232, avg(b) from uk3 group by a/29232;
LOG:  duration: 0.655 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=29280 qcache=0 func='avg';
LOG:  duration: 5591.880 ms  statement: select a/29280, avg(b) from uk3 group by a/29280;
LOG:  duration: 0.415 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=29328 qcache=0 func='avg';
LOG:  duration: 5584.262 ms  statement: select a/29328, avg(b) from uk3 group by a/29328;
LOG:  duration: 0.388 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=29376 qcache=0 func='avg';
LOG:  duration: 5547.411 ms  statement: select a/29376, avg(b) from uk3 group by a/29376;
LOG:  duration: 0.414 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=29424 qcache=0 func='avg';
LOG:  duration: 5607.299 ms  statement: select a/29424, avg(b) from uk3 group by a/29424;
LOG:  duration: 0.536 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=29472 qcache=0 func='avg';
LOG:  duration: 5454.272 ms  statement: select a/29472, avg(b) from uk3 group by a/29472;
LOG:  duration: 0.424 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=29520 qcache=0 func='avg';
LOG:  duration: 5397.380 ms  statement: select a/29520, avg(b) from uk3 group by a/29520;
LOG:  duration: 0.421 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=29568 qcache=0 func='avg';
LOG:  duration: 5502.172 ms  statement: select a/29568, avg(b) from uk3 group by a/29568;
LOG:  duration: 0.392 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=29616 qcache=0 func='avg';
LOG:  duration: 5399.494 ms  statement: select a/29616, avg(b) from uk3 group by a/29616;
LOG:  duration: 0.390 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=29664 qcache=0 func='avg';
LOG:  duration: 5431.742 ms  statement: select a/29664, avg(b) from uk3 group by a/29664;
LOG:  duration: 0.399 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=29712 qcache=0 func='avg';
LOG:  duration: 5454.157 ms  statement: select a/29712, avg(b) from uk3 group by a/29712;
LOG:  duration: 0.427 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=29760 qcache=0 func='avg';
LOG:  duration: 5529.721 ms  statement: select a/29760, avg(b) from uk3 group by a/29760;
LOG:  duration: 0.416 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=29808 qcache=0 func='avg';
LOG:  duration: 5477.856 ms  statement: select a/29808, avg(b) from uk3 group by a/29808;
LOG:  duration: 0.431 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=29856 qcache=0 func='avg';
LOG:  duration: 5537.419 ms  statement: select a/29856, avg(b) from uk3 group by a/29856;
LOG:  duration: 0.456 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=29904 qcache=0 func='avg';
LOG:  duration: 5445.578 ms  statement: select a/29904, avg(b) from uk3 group by a/29904;
LOG:  duration: 0.638 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=29952 qcache=0 func='avg';
LOG:  duration: 5386.121 ms  statement: select a/29952, avg(b) from uk3 group by a/29952;
LOG:  duration: 0.418 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=30000 qcache=0 func='avg';
LOG:  duration: 5384.073 ms  statement: select a/30000, avg(b) from uk3 group by a/30000;
LOG:  duration: 0.390 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=30048 qcache=0 func='avg';
LOG:  duration: 5408.409 ms  statement: select a/30048, avg(b) from uk3 group by a/30048;
LOG:  duration: 665.653 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=30096 qcache=0 func='avg';
LOG:  duration: 5387.285 ms  statement: select a/30096, avg(b) from uk3 group by a/30096;
LOG:  duration: 656.250 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=30144 qcache=0 func='avg';
LOG:  duration: 5418.029 ms  statement: select a/30144, avg(b) from uk3 group by a/30144;
LOG:  duration: 663.514 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=30192 qcache=0 func='avg';
LOG:  duration: 5420.124 ms  statement: select a/30192, avg(b) from uk3 group by a/30192;
LOG:  duration: 666.423 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=30240 qcache=0 func='avg';
LOG:  duration: 5457.546 ms  statement: select a/30240, avg(b) from uk3 group by a/30240;
LOG:  duration: 665.018 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=30288 qcache=0 func='avg';
LOG:  duration: 5449.003 ms  statement: select a/30288, avg(b) from uk3 group by a/30288;
LOG:  duration: 676.330 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=30336 qcache=0 func='avg';
